date,cases,deaths,new_cases,new_deaths,cases_7day_avg,deaths_7day_avg,fatality_rate
2020-04-01,227903,6996,35824.0,1637.0,28131.85714285714,1226.7142857142858,3.0697270329921063
2020-04-02,260183,8556,32280.0,1560.0,29939.0,1379.142857142857,3.2884546646014536
2020-04-03,292630,9985,32447.0,1429.0,31344.571428571428,1529.857142857143,3.412158698698015
2020-04-04,324340,11605,31710.0,1620.0,31882.428571428572,1748.0,3.5780353949559105
2020-04-05,353117,13227,28777.0,1622.0,31228.14285714286,1821.5714285714287,3.74578397528298
2020-04-06,385110,14989,31993.0,1762.0,31763.285714285714,1921.0,3.892134714756823
2020-04-07,415256,17595,30146.0,2606.0,32011.0,2033.142857142857,4.237145279056775
2020-04-08,446500,19747,31244.0,2152.0,31621.85714285714,2102.1428571428573,4.422620380739082
2020-04-09,482526,22003,36026.0,2256.0,31204.85714285714,2139.4285714285716,4.559961535751442
2020-04-10,516707,24217,34181.0,2214.0,30526.285714285714,2173.5714285714284,4.686795417906086
2020-04-11,545693,26320,28986.0,2103.0,30292.85714285714,2155.714285714286,4.823224780233574
2020-04-12,571551,28203,25858.0,1883.0,29595.571428571428,2223.1428571428573,4.934467790275933
2020-04-13,598794,30204,27243.0,2001.0,28689.285714285714,2213.285714285714,5.044138718824838
2020-04-14,627306,32685,28512.0,2481.0,28543.0,2197.5714285714284,5.210375797457701
2020-04-15,653669,35309,26363.0,2624.0,28309.14285714286,2174.714285714286,5.401663533072549
2020-04-16,683351,37496,29682.0,2187.0,28191.0,2186.714285714286,5.487077651163165
2020-04-17,716508,39600,33157.0,2104.0,28676.714285714286,2227.285714285714,5.526805004270713
